,番号,先進医療技術名,都道府県,実施している医療機関の名称
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),大阪府,地方独立行政法人　堺市立病院機構　堺市立総合医療センター
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),大阪府,大阪大学医学部附属病院
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),大阪府,独立行政法人国立病院機構　大阪医療センター
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),兵庫県,神戸大学医学部附属病院
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),広島県,福山市民病院
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),宮城県,宮城県立がんセンター
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),東京都,東京都立墨東病院
K,15,術前のS－1内服投与、シスプラチン静脈内投与及びトラスツズマブ静脈内投与の併用療法　切除が可能な高度リンパ節転移を伴う胃がん(HER2が陽性のものに限る。),愛媛県,独立行政法人国立病院機構　四国がんセンター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,兵庫県,神戸大学医学部附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,新潟県,新潟大学医歯学総合病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,愛知県,名古屋第二赤十字病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,兵庫県,兵庫県立こども病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,和歌山県,和歌山県立医科大学附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,北海道,国立病院機構　北海道医療センター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,東京都,東京都立小児総合医療センター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,東京都,国立成育医療研究センター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,－,－
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,神奈川県,横浜市立大学附属市民総合医療センター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,滋賀県,滋賀医科大学医学部附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,東京都,日本大学医学部附属板橋病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,石川県,国立大学法人金沢大学附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,大阪府,大阪大学医学部附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,佐賀県,佐賀大学医学部附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,福岡県,久留米大学病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,宮城県,東北大学病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,栃木県,獨協医科大学病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,北海道,北海道大学病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,愛知県,あいち小児保健医療総合センター
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,東京都,東京医科歯科大学医学部附属病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,愛知県,藤田医科大学病院
K,16,リツキシマブ点滴注射後におけるミコフェノール酸モフェチル経口投与による寛解維持療法　特発性ネフローゼ症候群（当該疾病の症状が発症した時点における年齢が十八歳未満の患者に係るものであって、難治性頻回再発型又はステロイド依存性のものに限る。）,-,-
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,大阪府,大阪大学医学部附属病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,東京都,東京大学医学部附属病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,大阪府,国立病院機構大阪刀根山医療センター
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,山形県,山形大学医学部附属病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,山形県,山形県立中央病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,大阪府,大阪はびきの医療センター
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,北海道,北海道大学病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,千葉県,国立研究開発法人国立がん研究センター東病院
K,17,周術期カルペリチド静脈内投与による再発抑制療法　非小細胞肺がん（CT撮影により非浸潤がんと診断されたものを除く。）,兵庫県,神戸大学医学部附属病院
K,18,コラーゲン半月板補填材を用いた半月板修復療法　半月板損傷（関節鏡検査により半月板の欠損を有すると診断された患者に係るものに限る。）,大阪府,大阪大学医学部附属病院
K,19,LDLアフェレシス療法　閉塞性動脈硬化症（薬物療法に抵抗性を有するものであり、かつ、血行再建術及び血管内治療が困難なものであって、フォンタン分類IIB度以上のものに限る。）,神奈川県,横浜市立大学附属病院
K,20,骨髄由来間葉系細胞による顎骨再生療法　腫瘍、顎骨骨髄炎、外傷等の疾患による広範囲の顎骨又は歯槽骨欠損（上顎にあっては連続した三分の一顎程度以上の顎骨欠損又は上顎洞若しくは鼻腔への交通が認められる顎骨欠損に限り、下顎にあっては連続した三分の一顎程度以上の歯槽骨欠損又は下顎区域切除以上の顎骨欠損に限り、歯槽骨欠損にあっては歯周疾患及び加齢による骨吸収を除く。）,愛知県,名古屋大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,杏林大学医学部付属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,京都府,京都大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,宮城県,東北大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,慶應義塾大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,国立がん研究センター中央病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,山形県,山形大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,大阪府,地方独立行政法人大阪府立病院機構　大阪国際がんセンター
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,福岡県,九州大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,鹿児島県,鹿児島大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,北海道,社会医療法人　医仁会　中村記念病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,岩手県,岩手医科大学附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,茨城県,筑波大学附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,神奈川県,北里大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,静岡県,静岡県立静岡がんセンター
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,大阪府,大阪大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,広島県,広島大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,北海道,北海道大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,青森県,弘前大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,埼玉県,埼玉医科大学国際医療センター
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,愛知県,藤田医科大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,大阪府,関西医科大学附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,愛媛県,愛媛大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,東京大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,兵庫県,神戸大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,熊本県,熊本大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,新潟県,新潟大学医歯学総合病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,岡山県,岡山大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,栃木県,獨協医科大学病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,日本大学医学部附属板橋病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,東京都,東京医科歯科大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,愛知県,名古屋大学医学部附属病院
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,千葉県,千葉大学医学部附属病院 
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,北海道,札幌医科大学附属病院 
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,佐賀県,佐賀大学医学部附属病院 
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,福岡県,久留米大学病院 
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,山梨県,山梨大学医学部附属病院 
K,21,テモゾロミド用量強化療法　膠芽腫（初発時の初期治療後に再発又は増悪したものに限る。）,長崎県,長崎大学病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,富山県,富山大学附属病院
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,長崎県,国立大学法人　長崎大学病院
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,東京都,東邦大学医療センター大森病院
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,秋田県,秋田大学医学部附属病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,山形県,山形大学医学部附属病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,福井県,福井大学医学部附属病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,島根県,松江赤十字病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,高知県,高知大学医学部附属病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,福岡県,産業医科大学病院 
K,22,ハイパードライヒト乾燥羊膜を用いた外科的再建術　再発翼状片（増殖組織が角膜輪部を超えるものに限る。）,広島県,広島大学病院  
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,東京都,東京大学医学部附属病院
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,東京都,公益財団法人がん研究会　有明病院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,京都府,京都大学医学部附属病院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,東京都,杏林大学医学部付属病院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,-,-
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,徳島県,徳島大学病院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,神奈川県,神奈川県立がんセンター 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,東京都,順天堂大学医学部附属順天堂医院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,千葉県,国立がん研究センター東病院 
K,23,FOLFIRINOX療法　胆道がん（切除が不能と判断されたもの又は術後に再発したものに限る。）,東京都,国立研究開発法人　国立がん研究センター中央病院 
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,東京都,東京医科大学病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,京都府,京都大学医学部附属病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,島根県,島根大学医学部附属病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,大阪府,近畿大学病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,静岡県,静岡県立総合病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,－,－
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,青森県,弘前大学医学部附属病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,神奈川県,公立大学法人 横浜市立大学附属病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,鹿児島県,鹿児島大学病院
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,宮城県,東北大学病院 
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,東京都,昭和大学病院 
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,愛知県,豊橋市民病院 
K,24,内視鏡下手術用ロボットを用いた腹腔鏡下広汎子宮全摘術　子宮頸がん（FIGOによる臨床進行期分類がIB期以上及びIIB期以下の扁平上皮がん又はFIGOによる臨床進行期分類がIA2期以上及びIIB期以下の腺がんであって、リンパ節転移及び腹腔内臓器に転移していないものに限る。）,茨城県,筑波大学附属病院 
K,25,自家嗅粘膜移植による脊髄再生治療　胸髄損傷（損傷後十二月以上経過してもなお下肢が完全な運動麻痺（米国脊髄損傷教会によるAISがAである患者に係るものに限る。）を呈するものに限る。）,大阪府,大阪大学医学部附属病院
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,26,,-,-
K,27,重粒子線治療　肝細胞がん（初発のものであって、肝切除術、肝移植術、エタノールの局所注入、マイクロ波凝固法又はラジオ波焼灼療法による治療が困難であり、かつＣｈｉｌｄ―Ｐｕｇｈ分類による点数が七点未満のものに限る。）,群馬県,群馬大学医学部附属病院
K,27,重粒子線治療　肝細胞がん（初発のものであって、肝切除術、肝移植術、エタノールの局所注入、マイクロ波凝固法又はラジオ波焼灼療法による治療が困難であり、かつＣｈｉｌｄ―Ｐｕｇｈ分類による点数が七点未満のものに限る。）,千葉県,量子科学技術研究開発機構　放射線医学総合研究所病院
K,27,重粒子線治療　肝細胞がん（初発のものであって、肝切除術、肝移植術、エタノールの局所注入、マイクロ波凝固法又はラジオ波焼灼療法による治療が困難であり、かつＣｈｉｌｄ―Ｐｕｇｈ分類による点数が七点未満のものに限る。）,佐賀県,九州国際重粒子線がん治療センター
K,27,重粒子線治療　肝細胞がん（初発のものであって、肝切除術、肝移植術、エタノールの局所注入、マイクロ波凝固法又はラジオ波焼灼療法による治療が困難であり、かつＣｈｉｌｄ―Ｐｕｇｈ分類による点数が七点未満のものに限る。）,兵庫県,兵庫県立粒子線医療センター
K,27,重粒子線治療　肝細胞がん（初発のものであって、肝切除術、肝移植術、エタノールの局所注入、マイクロ波凝固法又はラジオ波焼灼療法による治療が困難であり、かつＣｈｉｌｄ―Ｐｕｇｈ分類による点数が七点未満のものに限る。）,神奈川県,神奈川県立がんセンター 
K,28,重粒子線治療　非小細胞肺がん（ステージがI期であって、肺の末梢に位置するものであり、かつ肺切除術が困難なものに限る。）,佐賀県,九州国際重粒子線がん治療センター
K,28,重粒子線治療　非小細胞肺がん（ステージがI期であって、肺の末梢に位置するものであり、かつ肺切除術が困難なものに限る。）,群馬県,群馬大学医学部附属病院
K,28,重粒子線治療　非小細胞肺がん（ステージがI期であって、肺の末梢に位置するものであり、かつ肺切除術が困難なものに限る。）,千葉県,量子科学技術研究開発機構　放射線医学総合研究所病院
K,28,重粒子線治療　非小細胞肺がん（ステージがI期であって、肺の末梢に位置するものであり、かつ肺切除術が困難なものに限る。）,兵庫県,兵庫県立粒子線医療センター
K,28,重粒子線治療　非小細胞肺がん（ステージがI期であって、肺の末梢に位置するものであり、かつ肺切除術が困難なものに限る。）,神奈川県,神奈川県立がんセンター 
K,29,ゲムシタビン静脈内投与及び重粒子線治療の併用療法　膵臓がん（遠隔転移しておらず、かつ、ＴＮＭ分類がＴ４のものに限る。）,千葉県,量子科学技術研究開発機構　放射線医学総合研究所病院
K,29,ゲムシタビン静脈内投与及び重粒子線治療の併用療法　膵臓がん（遠隔転移しておらず、かつ、ＴＮＭ分類がＴ４のものに限る。）,群馬県,群馬大学医学部附属病院
K,29,ゲムシタビン静脈内投与及び重粒子線治療の併用療法　膵臓がん（遠隔転移しておらず、かつ、ＴＮＭ分類がＴ４のものに限る。）,佐賀県,九州国際重粒子線がん治療センター
K,29,ゲムシタビン静脈内投与及び重粒子線治療の併用療法　膵臓がん（遠隔転移しておらず、かつ、ＴＮＭ分類がＴ４のものに限る。）,神奈川県,神奈川県立がんセンター
K,30,ゲムシタビン静脈内投与、ナブ―パクリタキセル静脈内投与及びパクリタキセル腹腔内投与の併用療法　腹膜播種を伴う膵臓がん,東京都,東京大学医学部附属病院
